73.293178	200
73.293251	109
73.293483	303
73.298453	211
73.315528	39
73.317376	152
73.335097	426
73.335110	138
73.352342	438
73.359125	459
73.368929	274
73.369321	231
73.402199	46
73.402371	379
73.409104	434
73.427361	359
73.434667	444
73.455325	11
73.498263	102
73.540478	150
73.556389	230
73.567810	31
73.588130	41
73.609119	369
73.635682	250
73.682986	155
73.726188	469
73.730672	96
73.790241	25
73.790822	366
73.792124	212
73.792240	33
73.792844	424
73.792928	324
73.792976	136
73.827365	375
73.839696	467
73.839832	3
73.839957	149
73.934793	52
74.300940	202
74.316963	371
74.450729	318
74.452640	254
74.535407	43
74.585929	143
74.646507	70
75.184241	15
75.351785	407
83.334994	394
83.692190	229
83.725585	228
83.797721	350
84.093805	185
84.094008	474
84.094348	452
84.094444	19
84.094945	348
84.102625	466
84.109244	238
84.116299	388
84.124717	121
84.124772	142
84.131187	264
84.131281	69
84.131376	147
84.131461	263
84.131586	476
84.134876	347
84.134914	292
84.137052	495
84.151372	131
84.212094	189
84.337499	418
84.340291	84
84.392083	472
84.573055	381
84.732042	156
84.737970	353
84.797605	277
84.951441	249
84.958252	177
84.963920	186
84.975896	61
84.975957	270
85.176612	429
85.176904	397
85.191069	129
85.362304	95
85.362573	56
85.362709	280
85.362952	412
85.363105	59
85.363271	176
85.364162	63
85.364244	158
85.364697	297
85.364707	315
85.377539	311
85.678437	414
86.010135	475
86.010335	247
86.201204	44
86.479509	457
86.479524	336
86.479618	440
86.594786	68
86.594904	145
86.595268	65
86.602789	386
86.602956	266
86.756159	487
86.869496	234
86.892988	465
86.955518	167
88.099111	232
88.529846	449
88.593368	166
88.678668	329
88.741613	183
89.007276	94
89.158678	392
89.178888	209
89.620527	222
91.986800	18
92.400823	81
94.352182	478
96.362207	237
96.422066	213
96.831688	110
96.842337	83
97.144808	339
97.455579	218
99.021543	307
99.504002	373
